id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_street,pickup_suburb,pickup_city,dropoff_street,dropoff_suburb,dropoff_city,distance_miles,trip_price
id0276911,2,2016-03-24 08:36:14,2016-03-24 08:48:17,1,-73.97516632080078,40.75264739990234,-73.99366760253906,40.736114501953125,N,723,Lexington Avenue,Manhattan,New York,5th Avenue,Chelsea,New York,1.49,17.2
id2480052,1,2016-04-15 12:42:04,2016-04-15 12:45:14,1,-73.97881317138672,40.7561912536621,-73.9847412109375,40.74838638305664,N,190,5th Avenue,Manhattan,New York,5th Avenue,Manhattan,New York,0.62,10.6
id2652128,2,2016-04-10 13:23:24,2016-04-10 13:35:33,1,-73.96661376953125,40.762451171875,-73.98390197753906,40.73186111450195,N,729,3rd Avenue,Manhattan,New York,East 14th Street,Manhattan,New York,2.29,14.3
id1886511,2,2016-02-25 08:50:11,2016-02-25 09:16:01,5,-73.95243835449219,40.784832000732415,-73.98003387451173,40.75889587402344,N,1550,East 94th Street,Manhattan,New York,Rockefeller Plaza,Manhattan,New York,2.3,26.2
id1303199,2,2016-06-14 19:38:37,2016-06-14 19:49:01,1,-73.99369812011719,40.74150848388672,-73.99162292480467,40.755767822265625,N,624,Ave Of The Americas,Flatiron District,New York,West 39th Street,Manhattan,New York,0.99,15.2
id1148333,2,2016-01-31 07:47:15,2016-01-31 07:59:52,1,-73.9719467163086,40.79412841796875,-73.98043060302734,40.74338150024414,N,757,Broadway,Manhattan,New York,East 30th Street,Manhattan,New York,3.53,17.6
id0101465,1,2016-04-10 15:33:11,2016-04-10 15:36:51,1,-73.97099304199217,40.75933456420898,-73.96659851074217,40.76169967651367,N,220,East 54th Street,Manhattan,New York,3rd Avenue,Manhattan,New York,0.28,5.0
id3969008,2,2016-03-02 12:32:49,2016-03-02 12:39:10,6,-74.00334930419923,40.732524871826165,-73.99491119384764,40.73164749145508,N,381,7th Avenue South,Manhattan,New York,East 8th Street,Manhattan,New York,0.44,11.8
id0881777,2,2016-05-26 23:45:47,2016-05-27 00:01:53,1,-73.992431640625,40.72451019287109,-73.97129058837889,40.757930755615234,N,966,Bowery,East Village,New York,Turtle Bay,Manhattan,New York,2.56,24.0
id0958162,1,2016-03-25 23:16:46,2016-03-25 23:25:10,1,-74.00236511230467,40.7398681640625,-73.99626922607422,40.75345230102539,N,504,West 16th Street,Manhattan,New York,West 34th Street,Hell's Kitchen,New York,0.99,14.2
id2395612,1,2016-04-03 19:33:41,2016-04-03 19:43:06,4,-73.98593139648438,40.75543212890625,-73.98231506347656,40.76459503173828,N,565,Times Square,Manhattan,New York,Broadway,Midtown West,New York,0.66,8.9
id3992757,1,2016-05-23 20:24:34,2016-05-23 20:41:58,2,-73.97522735595702,40.75727081298828,-73.98835754394531,40.72875595092773,N,1044,Madison Avenue,Manhattan,New York,Saint Mark's Place,Manhattan,New York,2.08,21.4
id0722575,2,2016-02-21 20:36:22,2016-02-21 20:48:02,1,-73.98511505126953,40.72791290283203,-73.99491119384764,40.75016021728516,N,700,1st Avenue,Manhattan,New York,8th Avenue,Manhattan,New York,1.62,12.4
id0210065,1,2016-03-19 01:32:45,2016-03-19 01:37:57,1,-73.99534606933594,40.74412536621094,-74.0088348388672,40.73828506469727,N,312,West 23rd Street,Manhattan,New York,Jane Street,Manhattan,New York,0.81,7.1
id1513818,1,2016-03-06 02:45:05,2016-03-06 02:51:07,3,-73.98645782470702,40.7219352722168,-74.00056457519531,40.7286262512207,N,362,Essex Street,Manhattan,New York,Sullivan Street,Greenwich Village,New York,0.87,7.7
id2882356,2,2016-02-10 19:45:47,2016-02-10 20:01:42,1,-73.96314239501953,40.774200439453125,-73.98188781738281,40.752151489257805,N,955,East 76th Street,Manhattan,New York,5th Avenue,Manhattan,New York,1.81,20.0
id2347033,1,2016-01-03 04:25:12,2016-01-03 04:44:14,1,-74.00289154052734,40.7495231628418,-73.92292785644531,40.80916213989258,N,1142,West 26th Street,Chelsea,New York,East 138th Street,The Bronx,New York,5.86,26.7
id3867224,2,2016-01-18 01:57:40,2016-01-18 01:59:16,2,-73.95683288574217,40.77097702026367,-73.9628677368164,40.76247024536133,N,96,2nd Avenue,Upper East Side,New York,East 62nd Street,Upper East Side,New York,0.67,10.0
id3380688,1,2016-02-12 10:10:37,2016-02-12 10:28:35,1,-73.99176788330078,40.72940826416016,-74.00477600097656,40.74674224853516,N,1078,Lafayette Street,NoHo,New York,10th Avenue,Manhattan,New York,1.37,19.9
id3497037,1,2016-05-13 22:14:53,2016-05-13 22:18:38,1,-73.96125030517578,40.76992416381836,-73.96023559570312,40.77814865112305,N,225,East 72nd Street,Manhattan,New York,East 82nd Street,Manhattan,New York,0.57,10.8
id2850474,2,2016-04-25 15:32:14,2016-04-25 16:12:20,6,-73.99407958984375,40.751197814941406,-73.993896484375,40.69573593139648,N,2406,Pennsylvania Plaza,Manhattan,New York,Henry St,Brooklyn Heights,New York,3.82,37.1
id0453049,1,2016-02-12 13:28:33,2016-02-12 13:41:01,1,-73.95172119140625,40.77798461914063,-73.97123718261719,40.751480102539055,N,748,East 86th Street,Upper East Side,New York,2nd Avenue,Midtown East,New York,2.09,19.0
id3789231,1,2016-03-14 10:10:24,2016-03-14 10:21:47,1,-73.97144317626953,40.746707916259766,-73.9533920288086,40.77129364013672,N,683,1st Avenue,Murray Hill,New York,1st Avenue,Manhattan,New York,1.94,18.0
id1699045,2,2016-02-04 03:59:23,2016-02-04 04:07:39,1,-73.96407318115233,40.803081512451165,-73.94468688964844,40.787540435791016,N,496,Cathedral Parkway,Manhattan,New York,2nd Avenue,Manhattan,New York,1.47,15.3
id1771643,2,2016-01-17 22:08:02,2016-01-17 22:13:31,1,-73.96709442138672,40.76063537597656,-73.94618225097656,40.77559661865234,N,329,East 58th Street,Manhattan,New York,East 86th Street,Manhattan,New York,1.5,9.0
id3303815,2,2016-04-01 00:43:35,2016-04-01 00:46:22,1,-73.98306274414062,40.7503662109375,-73.98564147949219,40.742130279541016,N,167,5th Avenue,Midtown East,New York,East 26th Street,Manhattan,New York,0.58,10.3
id0869710,2,2016-03-21 06:14:00,2016-03-21 06:19:45,1,-73.9656982421875,40.76516342163086,-73.9542236328125,40.76380157470703,N,345,East 64th Street,Manhattan,New York,East 68th Street,Manhattan,New York,0.61,11.9
id3009962,2,2016-03-11 05:17:44,2016-03-11 05:49:11,1,-73.95970916748048,40.8086395263672,-73.77642059326173,40.64519119262695,N,1887,Amsterdam Avenue,Morningside Heights,New York,JFK Access Road,Queens,New York,14.79,60.2
id0489897,1,2016-04-12 18:27:52,2016-04-12 18:42:32,1,-73.95519256591797,40.7832489013672,-73.97376251220702,40.76359176635742,N,880,Park Avenue,Manhattan,New York,5th Avenue,Manhattan,New York,1.67,19.0
id0523912,2,2016-03-27 17:24:01,2016-03-27 18:14:47,1,-73.80667114257811,40.65925979614258,-73.99320983886719,40.752490997314446,N,3046,Van Wyck Expressway,Queens County,New York,West 34th Street,Manhattan,New York,11.68,57.1
id0944431,2,2016-03-25 10:09:10,2016-03-25 10:19:46,1,-73.94661712646483,40.77675247192384,-73.95901489257811,40.78000259399414,N,636,York Avenue,Manhattan,New York,East 85th Street,Manhattan,New York,0.68,14.5
id1701854,2,2016-03-15 14:15:49,2016-03-15 14:41:48,1,-73.9632339477539,40.774993896484375,-74.00200653076173,40.75111389160156,N,1559,Madison Avenue,Upper East Side,New York,10th Avenue,Manhattan,New York,2.61,27.0
id3970289,2,2016-02-06 10:39:26,2016-02-06 10:44:51,1,-73.99159240722656,40.750091552734375,-73.9795379638672,40.76137161254882,N,325,Penn Plaza,Manhattan,New York,Theater District,Manhattan,New York,1.0,7.7
id2064204,2,2016-05-21 22:28:15,2016-05-21 22:55:07,1,-73.95812225341797,40.71743774414063,-73.90856170654298,40.77089691162109,N,1612,Bedford Avenue,Brooklyn,New York,Steinway Street,Queens,New York,4.5,27.2
id1283945,1,2016-03-25 09:40:43,2016-03-25 09:45:55,1,-73.9798355102539,40.74406814575195,-73.9848403930664,40.732227325439446,N,312,Windsor Court POPS,Kips Bay,New York,East 14th Street,Manhattan,New York,0.86,12.2
id2496784,2,2016-04-03 17:43:15,2016-04-03 17:53:11,1,-73.98118591308595,40.7586784362793,-73.96324920654298,40.774261474609375,N,596,Rockefeller Plaza,Manhattan,New York,East 76th Street,Manhattan,New York,1.43,11.0
id2966837,2,2016-01-01 21:46:04,2016-01-01 21:55:32,2,-73.96092224121092,40.79684829711913,-73.95406341552734,40.775535583496094,N,568,Central Park West,Upper West Side,New York,East 82nd Street,Manhattan,New York,1.51,16.0
id3202190,1,2016-06-15 06:35:44,2016-06-15 06:40:24,1,-73.99506378173827,40.750118255615234,-73.98506927490233,40.755332946777344,N,280,8th Avenue,Manhattan,New York,West 42nd Street,Manhattan,New York,0.63,11.4
id2495915,1,2016-05-01 09:52:23,2016-05-01 09:59:33,2,-73.79941558837889,40.83896255493164,-73.79941558837889,40.83896255493164,N,430,Centre Street,City Island,New York,Centre Street,City Island,New York,0.0,6.1
id0308570,2,2016-02-18 09:19:59,2016-02-18 09:27:46,6,-74.01611328125,40.714839935302734,-74.01464080810547,40.71166610717773,N,467,North End Avenue,Manhattan,New York,Hudson River Greenway,Manhattan,New York,0.23,12.0
id1552523,1,2016-03-25 00:22:39,2016-03-25 00:29:52,4,-73.99193572998048,40.727214813232415,-73.97809600830078,40.725040435791016,N,433,East 4th Street,NoHo,New York,Avenue C,Manhattan,New York,0.74,13.0
id2303414,2,2016-01-05 22:04:39,2016-01-05 22:26:16,1,-73.9792709350586,40.78168869018555,-73.91738891601561,40.83435821533203,N,1297,Amsterdam Avenue,Manhattan,New York,East 167th Street,The Bronx,New York,4.86,30.5
id0414726,1,2016-01-05 12:33:50,2016-01-05 12:40:07,1,-73.94712829589844,40.7762107849121,-73.9560546875,40.78183364868164,N,377,East 86th Street,Upper East Side,New York,Park Avenue,Manhattan,New York,0.61,12.2
id2434731,1,2016-02-25 13:21:52,2016-02-25 13:34:07,1,-73.9661636352539,40.80535125732422,-73.97647857666014,40.78505325317384,N,735,Broadway,Morningside Heights,New York,Amsterdam Avenue,Manhattan,New York,1.5,17.4
id0837968,2,2016-02-04 12:04:35,2016-02-04 12:09:15,1,-73.96248626708984,40.767208099365234,-73.96600341796875,40.7670783996582,N,280,3rd Avenue,Upper East Side,New York,East 66th Street,Upper East Side,New York,0.18,10.3
id2959258,2,2016-05-07 21:14:51,2016-05-07 21:41:02,1,-73.99852752685547,40.7505111694336,-73.99429321289062,40.69485855102539,N,1571,9th Avenue,Chelsea,New York,Montague Street,Brooklyn Heights,New York,3.84,25.2
id0936307,1,2016-03-17 15:18:08,2016-03-17 15:32:35,1,-73.97991180419923,40.75387573242188,-73.95433044433594,40.77088165283203,N,867,East 43rd Street,Manhattan,New York,East 77th Street,Manhattan,New York,1.78,19.2
id3984888,2,2016-02-28 14:34:28,2016-02-28 14:39:07,2,-73.96935272216798,40.790393829345696,-73.98047637939453,40.78070831298828,N,279,Columbus Avenue,Manhattan,New York,West 75th Street,Manhattan,New York,0.88,7.0
id0413856,1,2016-05-20 23:21:01,2016-05-20 23:36:04,1,-74.00029754638672,40.71847152709961,-73.98780822753906,40.7459373474121,N,903,Canal Street,Manhattan,New York,West 29th Street,Manhattan,New York,2.0,20.0
id0070069,1,2016-01-22 01:15:29,2016-01-22 01:23:27,1,-74.00205230712889,40.73503112792969,-73.97434997558594,40.74264526367188,N,478,7th Avenue South,West Village,New York,1st Avenue,Manhattan,New York,1.54,15.3
id0254225,2,2016-04-24 14:17:35,2016-04-24 14:24:09,1,-73.97181701660156,40.75495147705078,-73.95720672607422,40.77001953125,N,394,3rd Avenue,Manhattan,New York,East 74th Street,Manhattan,New York,1.29,9.0
id1393747,1,2016-06-08 02:47:37,2016-06-08 02:54:17,1,-73.90863037109375,40.774768829345696,-73.90643310546875,40.759868621826165,N,400,Ditmars Boulevard,Queens,New York,Hobart Street,Astoria,New York,1.03,13.4
id1608921,1,2016-02-07 12:12:04,2016-02-07 12:17:16,1,-73.99078369140625,40.750675201416016,-74.00326538085938,40.755535125732415,N,312,West 34th Street,Manhattan,New York,West 33rd Street,Manhattan,New York,0.73,6.9
id3591231,1,2016-05-12 10:10:28,2016-05-12 10:36:34,1,-73.99440002441406,40.75088882446289,-73.97193145751953,40.75775909423828,N,1566,Pennsylvania Plaza,Manhattan,New York,Park Avenue,Manhattan,New York,1.27,23.7
id1954967,2,2016-05-20 06:48:33,2016-05-20 06:58:17,1,-73.99893951416014,40.76115036010742,-73.97370910644531,40.75738525390625,N,584,West 42nd Street,Hell's Kitchen,New York,Park Avenue,Manhattan,New York,1.34,15.7
id2905320,2,2016-05-30 15:35:51,2016-05-30 15:43:47,2,-73.98883819580078,40.736610412597656,-73.99080657958984,40.75035858154297,N,476,East 17th Street,Manhattan,New York,7th Avenue,Manhattan,New York,0.95,13.8
id1424596,2,2016-05-17 22:24:37,2016-05-17 22:28:22,1,-73.96376037597656,40.77528762817384,-73.96260833740233,40.76994323730469,N,225,East 77th Street,Manhattan,New York,Lexington Avenue,Manhattan,New York,0.37,10.3
id2743819,2,2016-04-11 00:34:37,2016-04-11 00:37:56,1,-74.00167846679686,40.732818603515625,-73.99388122558594,40.73600006103516,N,199,West 4th Street,Manhattan,New York,West 14th Street,Greenwich Village,New York,0.46,10.3
id1156977,1,2016-05-21 17:10:19,2016-05-21 17:24:40,1,-73.98799133300781,40.75404739379882,-73.9822998046875,40.77467346191406,N,861,7th Avenue,Midtown West,New York,Broadway,Upper West Side,New York,1.45,13.3
id0946803,1,2016-01-29 09:24:06,2016-01-29 09:27:48,1,-73.98050689697266,40.73766326904297,-73.9920883178711,40.74263381958008,N,222,East 23rd Street,Manhattan,New York,West 23rd Street,Manhattan,New York,0.7,11.1
id1329631,2,2016-01-16 17:49:49,2016-01-16 17:54:42,1,-74.0035400390625,40.74842071533203,-73.99894714355469,40.76097106933594,N,293,10th Avenue,Manhattan,New York,11th Avenue,Manhattan,New York,0.9,7.2
id3525042,1,2016-03-06 14:57:37,2016-03-06 15:07:13,1,-74.00062561035155,40.75752639770508,-73.98336791992188,40.76082229614258,N,576,11th Avenue,Hell's Kitchen,New York,7th Avenue,Manhattan,New York,0.93,9.6
id0171955,2,2016-02-16 21:53:32,2016-02-16 22:12:30,1,-73.93122100830078,40.84782409667969,-73.97518920898438,40.782371520996094,N,1138,Amsterdam Avenue,Washington Heights,New York,Columbus Avenue,Upper West Side,New York,5.06,29.6
id2267339,2,2016-02-11 19:45:30,2016-02-11 20:03:34,1,-73.97310638427734,40.75698852539063,-73.99172210693358,40.72682571411133,N,1084,East 50th Street,Manhattan,New York,Bowery,Manhattan,New York,2.3,22.3
id3367784,1,2016-04-22 08:44:08,2016-04-22 08:56:15,1,-73.98326110839844,40.69385528564453,-74.00547790527344,40.713748931884766,N,727,Gold Street,Downtown Brooklyn,New York,Chambers Street,Manhattan,New York,1.8,18.1
id3949705,1,2016-04-19 22:43:56,2016-04-19 22:49:47,1,-73.95932006835938,40.70863342285156,-73.99010467529298,40.71934509277344,N,351,Havemeyer Street,Williamsburg,New York,Allen Street,Manhattan,New York,1.77,14.9
id2372850,2,2016-02-12 08:33:14,2016-02-12 09:08:52,1,-73.95437622070312,40.78731536865234,-73.98988342285155,40.730587005615234,N,2138,East 96th Street,Manhattan,New York,East 9th Street,Manhattan,New York,4.33,36.1
id0541546,2,2016-02-29 19:14:12,2016-02-29 19:28:24,2,-73.97013854980467,40.79706573486328,-73.9613265991211,40.76688766479492,N,852,Broadway,Upper West Side,New York,East 68th Street,Manhattan,New York,2.13,19.9
id0187430,2,2016-01-10 01:52:40,2016-01-10 01:59:05,2,-73.95301055908203,40.77605819702149,-73.93614959716798,40.802982330322266,N,385,2nd Avenue,Upper East Side,New York,East 124th Street,East Harlem,New York,2.05,10.8
id2049602,1,2016-04-08 08:09:19,2016-04-08 08:17:58,1,-73.96073150634764,40.76936721801758,-73.97207641601561,40.7602767944336,N,519,3rd Avenue,Upper East Side,New York,Park Avenue,Manhattan,New York,0.86,14.0
id3828260,2,2016-03-26 17:16:31,2016-03-26 17:20:25,1,-73.94596099853516,40.77552032470703,-73.96099853515625,40.762508392333984,N,234,East 86th Street,Manhattan,New York,East 63rd Street,Manhattan,New York,1.19,7.4
id3687685,2,2016-01-24 17:28:55,2016-01-24 17:35:38,5,-73.96653747558594,40.78921890258789,-73.96759796142578,40.80044174194336,N,403,Central Park West,Upper West Side,New York,West 105th Street,Manhattan,New York,0.78,7.8
id1992519,2,2016-06-24 01:18:47,2016-06-24 01:26:00,1,-73.99124908447266,40.7505111694336,-73.98198699951173,40.75812911987305,N,433,7th Avenue,Manhattan,New York,Rockefeller Plaza,Manhattan,New York,0.71,12.9
id0279384,2,2016-06-25 16:13:22,2016-06-25 16:18:13,6,-73.95813751220702,40.77595901489258,-73.96803283691406,40.76258850097656,N,291,Lexington Avenue,Upper East Side,New York,East 59th Street,Manhattan,New York,1.06,7.6
id3622007,1,2016-03-20 08:04:45,2016-03-20 08:08:28,1,-73.94398498535155,40.79236602783203,-73.94316864013672,40.80233383178711,N,223,3rd Avenue,Manhattan,New York,Madison Avenue,Manhattan,New York,0.69,6.1
id1441288,1,2016-02-01 03:06:45,2016-02-01 03:10:46,1,-73.95355987548828,40.7788543701172,-73.96427917480467,40.776100158691406,N,241,East 86th Street,Upper East Side,New York,5th Avenue,Manhattan,New York,0.59,11.0
id2796490,2,2016-03-03 08:52:41,2016-03-03 08:58:26,1,-73.97850799560547,40.763198852539055,-73.99195098876953,40.76892852783203,N,345,West 55th Street,Manhattan,New York,West 55th Street,Manhattan,New York,0.81,12.4
id3549783,1,2016-03-31 21:47:18,2016-03-31 21:51:26,2,-74.00154113769531,40.73920822143555,-73.99192810058595,40.74402618408203,N,248,West 14th Street,Manhattan,New York,6th Avenue,Flatiron District,New York,0.6,11.1
id0810553,1,2016-04-29 14:37:08,2016-04-29 15:15:18,1,-73.9944610595703,40.74557876586913,-73.873291015625,40.77439880371094,N,2290,West 26th Street,Manhattan,New York,Flushing Bay Promenade,Queens,New York,6.63,43.2
id2415620,2,2016-05-10 12:30:40,2016-05-10 12:55:46,1,-73.98519897460938,40.744903564453125,-73.9603500366211,40.766300201416016,N,1506,Madison Avenue,Manhattan,New York,2nd Avenue,Upper East Side,New York,1.96,25.0
id1217467,1,2016-03-31 19:14:23,2016-03-31 19:23:23,1,-74.00257873535155,40.71862030029297,-73.99346923828125,40.72745132446289,N,540,Broadway,Tribeca,New York,Lafayette Street,Manhattan,New York,0.77,13.9
id1986858,2,2016-05-29 18:30:00,2016-05-29 19:21:31,1,-73.9857177734375,40.77289581298828,-73.92462921142578,40.82727813720703,N,3091,West 63rd Street,Manhattan,New York,East 161st Street,Concourse,New York,4.92,40.6
id1719380,1,2016-01-14 18:37:41,2016-01-14 18:49:46,1,-74.01692962646483,40.704395294189446,-73.99291229248048,40.72313690185546,N,725,Battery Place,Battery Park City,New York,Bowery,Manhattan,New York,1.8,18.0
id3412831,2,2016-04-15 01:47:32,2016-04-15 01:59:53,1,-73.9897232055664,40.76263046264648,-73.94687652587889,40.83491134643555,N,741,9th Avenue,Manhattan,New York,Riverside Drive,Washington Heights,New York,5.46,27.3
id3957849,2,2016-06-04 14:14:12,2016-06-04 14:22:27,1,-73.96432495117188,40.77048110961913,-73.9498291015625,40.772171020507805,N,495,Park Avenue,Upper East Side,New York,York Avenue,Manhattan,New York,0.77,8.6
id0699566,2,2016-04-04 09:45:01,2016-04-04 09:59:11,1,-73.99221038818358,40.74399185180664,-73.97960662841797,40.75450897216797,N,850,6th Avenue,Manhattan,New York,5th Avenue,Manhattan,New York,0.98,17.0
id0233026,1,2016-01-30 05:16:27,2016-01-30 05:38:08,1,-73.97818756103516,40.74567031860352,-73.86722564697266,40.8979606628418,N,1301,3rd Avenue,Manhattan,New York,Katonah Avenue,The Bronx,New York,11.99,43.3
id3943335,1,2016-06-24 19:08:58,2016-06-24 19:18:56,1,-73.97501373291014,40.72953414916992,-73.99016571044923,40.73815536499024,N,598,Ave C,Stuyvesant Town,New York,Broadway,Chelsea,New York,0.99,15.0
id1224671,2,2016-06-21 19:35:23,2016-06-21 19:44:00,1,-73.9791717529297,40.78189849853516,-73.96147155761719,40.77449035644531,N,517,Amsterdam Avenue,Upper West Side,New York,Park Avenue,Manhattan,New York,1.06,14.5
id3762424,1,2016-06-04 15:35:52,2016-06-04 15:51:39,1,-73.96029663085938,40.761768341064446,-73.95152282714845,40.77193069458008,N,947,1st Avenue,Manhattan,New York,East 79th Street,Manhattan,New York,0.84,12.5
id1363168,2,2016-06-14 01:19:06,2016-06-14 01:44:43,1,-73.79006958007811,40.6468505859375,-73.87686920166014,40.76593017578125,N,1537,Terminal 8 Arrivals,Queens,New York,24th Avenue,Queens County,New York,9.38,43.8
id0423458,1,2016-01-31 01:47:35,2016-01-31 01:51:36,1,-74.00524139404298,40.72010040283203,-74.00749969482422,40.72600936889648,N,241,6th Avenue,Manhattan,New York,Spring Street,SoHo,New York,0.42,5.6
id0380808,2,2016-06-18 15:34:56,2016-06-18 15:48:28,1,-74.00434112548828,40.7076416015625,-73.9958724975586,40.71847915649414,N,812,Fulton Street,Financial District,New York,Elizabeth Street,Manhattan,New York,0.87,11.4
id1746145,1,2016-01-21 17:47:24,2016-01-21 17:51:21,1,-73.98307037353516,40.77099609375,-73.99066925048828,40.76088333129882,N,237,West 62nd Street,Manhattan,New York,9th Avenue,Midtown West,New York,0.8,11.5
id0342112,2,2016-02-06 15:54:29,2016-02-06 16:16:21,2,-73.87306213378906,40.77410125732422,-73.94888305664062,40.69433975219727,N,1312,Flushing Bay Promenade,Queens,New York,Marcy Avenue,Brooklyn,New York,6.78,30.4
id2573907,2,2016-04-10 13:24:33,2016-04-10 13:40:47,1,-73.99408721923827,40.751270294189446,-73.97956848144531,40.77941131591797,N,974,Pennsylvania Plaza,Manhattan,New York,West 74th Street,Manhattan,New York,2.08,15.8
id1353913,2,2016-05-16 11:29:17,2016-05-16 11:32:54,1,-74.00579071044923,40.73723983764648,-74.00725555419923,40.733901977539055,N,217,Hudson Street,West Village,New York,Greenwich Street,West Village,New York,0.24,9.9
id3675937,1,2016-02-05 17:02:13,2016-02-05 17:20:14,1,-73.98204040527344,40.72780227661133,-74.00421142578125,40.716922760009766,N,1081,Avenue A,Manhattan,New York,Leonard Street,Manhattan,New York,1.38,20.0
id0367321,2,2016-04-26 08:15:33,2016-04-26 08:30:02,1,-73.97516632080078,40.757488250732415,-73.98753356933594,40.741409301757805,N,869,Madison Avenue,Manhattan,New York,Madison Avenue,Manhattan,New York,1.28,17.9
id1251872,1,2016-06-24 22:42:51,2016-06-24 22:59:48,1,-73.9889144897461,40.74876403808594,-74.00271606445312,40.76061248779297,N,1017,West 33rd Street,Manhattan,New York,12th Avenue,Hell's Kitchen,New York,1.09,18.7
id2186471,1,2016-02-05 14:23:00,2016-02-05 14:39:54,1,-73.99179077148438,40.726261138916016,-73.9664306640625,40.76480102539063,N,1014,Bowery,Manhattan,New York,East 64th Street,Manhattan,New York,2.97,23.4
id2146665,1,2016-01-13 22:42:44,2016-01-13 22:48:18,1,-73.95796203613281,40.761089324951165,-73.98001861572266,40.737503051757805,N,334,York Avenue,Manhattan,New York,East 23rd Street,Manhattan,New York,1.99,15.3
id3605669,1,2016-02-27 00:32:03,2016-02-27 00:52:07,1,-73.99238586425781,40.72464370727539,-73.96240997314453,40.75892639160156,N,1204,East 1st Street,East Village,New York,1st Avenue,Midtown East,New York,2.84,19.6
id1475434,1,2016-06-02 19:51:22,2016-06-02 19:54:46,1,-73.97007751464845,40.76015090942384,-73.97535705566406,40.7538948059082,N,204,Lexington Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,0.51,10.5
id1943569,2,2016-04-03 13:30:07,2016-04-03 14:12:18,1,-73.77674865722656,40.64544296264648,-73.94493865966798,40.77335357666016,N,2531,JFK Access Road,Queens,New York,Gracie Square,Manhattan,New York,12.45,54.7
id0649859,2,2016-01-17 16:41:44,2016-01-17 16:50:15,1,-73.99295043945312,40.76283645629882,-73.97860717773438,40.76299285888672,N,511,West 47th Street,Midtown West,New York,Midtown,Manhattan,New York,0.75,8.6
id0561058,1,2016-03-05 17:44:49,2016-03-05 17:55:32,4,-73.98490905761719,40.74754333496094,-73.9693603515625,40.75732803344727,N,643,5th Avenue,Manhattan,New York,3rd Avenue,Manhattan,New York,1.06,10.5
id1512818,1,2016-01-04 21:05:14,2016-01-04 21:11:26,1,-73.97144317626953,40.797813415527344,-73.97083282470702,40.7842025756836,N,372,West 100th Street,Manhattan,New York,West 84th Street,Upper West Side,New York,0.94,12.9
id2572159,2,2016-03-23 19:12:28,2016-03-23 19:26:02,5,-73.99402618408203,40.751323699951165,-73.9609832763672,40.81770706176758,N,814,Pennsylvania Plaza,Manhattan,New York,Saint Claire Place,Morningside Heights,New York,4.89,26.5
id2417077,1,2016-01-20 20:17:17,2016-01-20 20:28:22,1,-73.93582153320312,40.815189361572266,-73.96211242675781,40.8015022277832,N,665,5th Avenue,Manhattan,New York,West 109th Street,Manhattan,New York,1.67,17.2
id2169735,2,2016-06-13 21:08:36,2016-06-13 21:18:13,1,-73.9876937866211,40.721168518066406,-74.00359344482422,40.725296020507805,N,577,Ludlow Street,Lower East Side,New York,Spring Street,Manhattan,New York,0.88,14.5
id2421191,2,2016-06-12 01:42:07,2016-06-12 01:56:01,1,-74.0074462890625,40.740718841552734,-73.98816680908203,40.72399139404297,N,834,Washington Street,Manhattan,New York,1st Avenue,East Village,New York,1.53,13.3
id0014294,2,2016-06-11 13:57:30,2016-06-11 14:12:15,2,-73.99630737304686,40.75898361206056,-74.0025634765625,40.743118286132805,N,885,10th Avenue,Manhattan,New York,West 18th Street,Manhattan,New York,1.14,12.7
id1503893,2,2016-04-28 14:00:07,2016-04-28 14:08:39,1,-73.99028778076173,40.77230072021485,-73.98294830322266,40.766799926757805,N,512,West End Avenue,Manhattan,New York,Broadway,Manhattan,New York,0.54,13.1
id0834738,1,2016-06-01 11:45:52,2016-06-01 11:51:19,1,-73.98631286621094,40.73442840576172,-73.9763412475586,40.74170303344727,N,327,3rd Avenue,Gramercy,New York,East 30th Street,Manhattan,New York,0.72,12.0
id3192999,2,2016-01-28 13:42:05,2016-01-28 13:46:47,1,-73.9842529296875,40.73654174804688,-73.99478912353516,40.732421875,N,282,3rd Avenue,Manhattan,New York,East 9th Street,Manhattan,New York,0.62,11.4
id2337304,1,2016-03-21 11:41:55,2016-03-21 11:49:36,1,-73.97847747802734,40.763282775878906,-73.9808120727539,40.7749481201172,N,461,West 55th Street,Manhattan,New York,Columbus Avenue,Upper West Side,New York,0.81,13.4
id0760105,2,2016-05-17 07:21:37,2016-05-17 07:27:23,2,-73.86383819580078,40.718799591064446,-73.87046813964845,40.733028411865234,N,346,Woodhaven Boulevard,Rego Park,New York,Woodhaven Boulevard,Queens County,New York,1.04,13.0
id1073562,2,2016-06-10 10:39:01,2016-06-10 10:42:58,6,-73.99068450927734,40.76109313964844,-73.99801635742188,40.75406646728516,N,237,9th Avenue,Manhattan,New York,West 34th Street,Manhattan,New York,0.62,11.0
id2604673,2,2016-03-04 02:12:36,2016-03-04 02:21:03,3,-73.9865951538086,40.763946533203125,-73.97303771972656,40.75522613525391,N,507,West 52nd Street,Manhattan,New York,Lexington Avenue,Manhattan,New York,0.93,14.1
id3163939,2,2016-01-29 23:38:43,2016-01-29 23:52:00,1,-73.9720230102539,40.76211166381836,-73.99745178222656,40.75643157958984,N,797,East 57th Street,Manhattan,New York,West 37th Street,Hell's Kitchen,New York,1.38,17.6
